Id,Label,timeset,componentid,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree
1376,16747,,0,5,5,10,5,5,10
1377,18193,,0,5,5,10,5,5,10
1378,1511,,0,3,3,6,3,3,6
1379,3718,,0,2,2,4,2,2,4
1380,7511,,0,2,2,4,2,2,4
1381,5901,,0,27,27,54,27,27,54
1382,22082,,0,5,5,10,5,5,10
1383,5695,,0,17,17,34,17,17,34
1384,4416,,0,19,19,38,19,19,38
1385,8972,,0,4,4,8,4,4,8
1386,9511,,0,6,6,12,6,6,12
1387,15559,,0,5,5,10,5,5,10
1388,8063,,0,5,5,10,5,5,10
1389,9419,,0,1,1,2,1,1,2
1390,7882,,0,8,8,16,8,8,16
1391,21588,,0,1,1,2,1,1,2
1392,22620,,0,2,2,4,2,2,4
1393,20148,,0,12,12,24,12,12,24
1394,4896,,0,10,10,20,10,10,20
1395,12247,,0,5,5,10,5,5,10
1396,9194,,0,2,2,4,2,2,4
1397,17797,,0,1,1,2,1,1,2
1398,4258,,0,8,8,16,8,8,16
1399,5608,,0,4,4,8,4,4,8
1400,5771,,0,7,7,14,7,7,14
1401,6675,,0,10,10,20,10,10,20
1402,7386,,0,2,2,4,2,2,4
1403,16264,,0,7,7,14,7,7,14
1404,17401,,0,1,1,2,1,1,2
1405,18741,,0,7,7,14,7,7,14
1406,19895,,0,4,4,8,4,4,8
1407,23741,,0,5,5,10,5,5,10
1408,25107,,0,10,10,20,10,10,20
1409,25439,,0,7,7,14,7,7,14
1410,11712,,0,12,12,24,12,12,24
1411,3412,,0,3,3,6,3,3,6
1412,894,,0,5,5,10,5,5,10
1413,4814,,0,10,10,20,10,10,20
1414,5441,,0,8,8,16,8,8,16
1415,5934,,0,17,17,34,17,17,34
1416,9075,,0,2,2,4,2,2,4
1417,10623,,0,6,6,12,6,6,12
1418,11491,,0,3,3,6,3,3,6
1419,12659,,0,9,9,18,9,9,18
1420,21324,,0,5,5,10,5,5,10
1421,21665,,0,4,4,8,4,4,8
1422,22734,,0,3,3,6,3,3,6
1423,23246,,0,6,6,12,6,6,12
1424,21718,,0,6,6,12,6,6,12
1425,22290,,0,2,2,4,2,2,4
1426,24113,,0,1,1,2,1,1,2
1427,7307,,0,26,26,52,26,26,52
1428,24001,,0,6,6,12,6,6,12
1429,19657,,0,10,10,20,10,10,20
1430,3630,,0,8,8,16,8,8,16
1431,5953,,0,14,14,28,14,14,28
1432,16817,,0,9,9,18,9,9,18
1433,15880,,0,9,9,18,9,9,18
1434,4966,,0,3,3,6,3,3,6
1435,19493,,0,5,5,10,5,5,10
1436,4283,,0,3,3,6,3,3,6
1437,6408,,0,12,12,24,12,12,24
1438,7715,,0,2,2,4,2,2,4
1439,8920,,0,1,1,2,1,1,2
1440,23256,,0,5,5,10,5,5,10
1441,4588,,0,6,6,12,6,6,12
1442,25056,,0,2,2,4,2,2,4
1443,14496,,0,2,2,4,2,2,4
1444,1594,,0,5,5,10,5,5,10
1445,9030,,0,4,4,8,4,4,8
1446,320,,0,6,6,12,6,6,12
1447,1897,,0,2,2,4,2,2,4
1448,5602,,0,2,2,4,2,2,4
1449,6024,,0,2,2,4,2,2,4
1450,17464,,0,2,2,4,2,2,4
1451,17590,,0,2,2,4,2,2,4
1452,18042,,0,4,4,8,4,4,8
1453,21315,,0,1,1,2,1,1,2
1454,22770,,0,1,1,2,1,1,2
1455,9125,,0,2,2,4,2,2,4
1456,15943,,0,2,2,4,2,2,4
1457,4023,,0,3,3,6,3,3,6
1458,22394,,0,2,2,4,2,2,4
1459,15455,,0,17,17,34,17,17,34
1460,17075,,0,19,19,38,19,19,38
1461,12287,,0,3,3,6,3,3,6
1462,16331,,0,3,3,6,3,3,6
1463,19184,,0,2,2,4,2,2,4
1464,1229,,0,7,7,14,7,7,14
1465,20702,,0,3,3,6,3,3,6
1466,25225,,0,3,3,6,3,3,6
1467,17911,,0,14,14,28,14,14,28
1468,26127,,0,8,8,16,8,8,16
1469,24833,,0,17,17,34,17,17,34
1470,543,,0,24,24,48,24,24,48
1471,9092,,0,3,3,6,3,3,6
1472,18125,,0,3,3,6,3,3,6
1473,19675,,0,16,16,32,16,16,32
1474,23693,,0,9,9,18,9,9,18
1475,3501,,0,23,23,46,23,23,46
1476,5848,,0,4,4,8,4,4,8
1477,22493,,0,7,7,14,7,7,14
1478,12453,,0,15,15,30,15,15,30
1479,4458,,0,10,10,20,10,10,20
1480,8387,,0,2,2,4,2,2,4
1481,179,,0,3,3,6,3,3,6
1482,547,,0,5,5,10,5,5,10
1483,1829,,0,6,6,12,6,6,12
1484,1982,,0,3,3,6,3,3,6
1485,4989,,0,4,4,8,4,4,8
1486,18870,,0,5,5,10,5,5,10
1487,20062,,0,4,4,8,4,4,8
1488,22464,,0,3,3,6,3,3,6
1489,25204,,0,1,1,2,1,1,2
1490,16575,,0,6,6,12,6,6,12
1491,379,,0,2,2,4,2,2,4
1492,6064,,0,6,6,12,6,6,12
1493,9439,,0,6,6,12,6,6,12
1494,10907,,0,2,2,4,2,2,4
1495,6390,,0,1,1,2,1,1,2
1496,5109,,0,2,2,4,2,2,4
1497,20101,,0,1,1,2,1,1,2
1498,23096,,0,1,1,2,1,1,2
1499,2803,,0,1,1,2,1,1,2
1500,8862,,0,7,7,14,7,7,14
1501,78,,0,4,4,8,4,4,8
1502,4877,,0,3,3,6,3,3,6
1503,8254,,0,13,13,26,13,13,26
1504,12155,,0,3,3,6,3,3,6
1505,24932,,0,5,5,10,5,5,10
1506,17379,,0,14,14,28,14,14,28
1507,2465,,0,4,4,8,4,4,8
1508,2592,,0,2,2,4,2,2,4
1509,3977,,0,7,7,14,7,7,14
1510,5055,,0,1,1,2,1,1,2
1511,9265,,0,1,1,2,1,1,2
1512,19890,,0,6,6,12,6,6,12
1513,20341,,0,1,1,2,1,1,2
1514,21560,,0,2,2,4,2,2,4
1515,888,,0,6,6,12,6,6,12
1516,1520,,0,6,6,12,6,6,12
1517,6627,,0,3,3,6,3,3,6
1518,18676,,0,9,9,18,9,9,18
1519,23351,,0,9,9,18,9,9,18
1520,23689,,0,3,3,6,3,3,6
1521,24114,,0,1,1,2,1,1,2
1522,9264,,0,5,5,10,5,5,10
1523,17426,,0,2,2,4,2,2,4
1524,11919,,0,4,4,8,4,4,8
1525,1403,,0,7,7,14,7,7,14
1526,22046,,0,11,11,22,11,11,22
1527,3561,,0,9,9,18,9,9,18
1528,15365,,0,5,5,10,5,5,10
1529,16931,,0,8,8,16,8,8,16
1530,14638,,0,5,5,10,5,5,10
1531,12587,,0,15,15,30,15,15,30
1532,4195,,0,5,5,10,5,5,10
1533,7069,,0,4,4,8,4,4,8
1534,9098,,0,2,2,4,2,2,4
1535,21723,,0,5,5,10,5,5,10
1536,24587,,0,1,1,2,1,1,2
1537,10969,,0,2,2,4,2,2,4
1538,13321,,0,1,1,2,1,1,2
1539,16958,,0,1,1,2,1,1,2
1540,19109,,0,5,5,10,5,5,10
1541,23346,,0,1,1,2,1,1,2
1542,17359,,0,9,9,18,9,9,18
1543,23558,,0,4,4,8,4,4,8
1544,1711,,0,8,8,16,8,8,16
1545,2915,,0,3,3,6,3,3,6
1546,1963,,0,2,2,4,2,2,4
1547,4302,,0,4,4,8,4,4,8
1548,8475,,0,4,4,8,4,4,8
1549,19022,,0,6,6,12,6,6,12
1550,26181,,0,4,4,8,4,4,8
1551,17245,,0,6,6,12,6,6,12
1552,23943,,0,4,4,8,4,4,8
1553,17443,,0,6,6,12,6,6,12
1554,141,,0,4,4,8,4,4,8
1555,8408,,0,8,8,16,8,8,16
1556,17286,,0,4,4,8,4,4,8
1557,13388,,0,2,2,4,2,2,4
1558,12739,,0,7,7,14,7,7,14
1559,1672,,0,4,4,8,4,4,8
1560,8079,,0,4,4,8,4,4,8
1561,11461,,0,6,6,12,6,6,12
1562,16755,,0,3,3,6,3,3,6
1563,13310,,0,2,2,4,2,2,4
1564,23224,,0,3,3,6,3,3,6
1565,1350,,0,1,1,2,1,1,2
1566,18037,,0,3,3,6,3,3,6
1567,23423,,0,5,5,10,5,5,10
1568,9987,,0,1,1,2,1,1,2
1569,21554,,0,1,1,2,1,1,2
1570,17309,,0,1,1,2,1,1,2
1571,2193,,0,6,6,12,6,6,12
1572,3917,,0,3,3,6,3,3,6
1573,6858,,0,3,3,6,3,3,6
1574,8148,,0,3,3,6,3,3,6
1575,12478,,0,10,10,20,10,10,20
1576,15366,,0,3,3,6,3,3,6
1577,18398,,0,3,3,6,3,3,6
1578,21806,,0,6,6,12,6,6,12
1579,26196,,0,7,7,14,7,7,14
1580,16976,,0,11,11,22,11,11,22
1581,6434,,0,6,6,12,6,6,12
1582,5812,,0,8,8,16,8,8,16
1583,17248,,0,3,3,6,3,3,6
1584,20853,,0,6,6,12,6,6,12
1585,5547,,0,3,3,6,3,3,6
1586,5659,,0,3,3,6,3,3,6
1587,7883,,0,3,3,6,3,3,6
1588,12313,,0,3,3,6,3,3,6
1589,15160,,0,3,3,6,3,3,6
1590,19325,,0,3,3,6,3,3,6
1591,21205,,0,3,3,6,3,3,6
1592,22831,,0,3,3,6,3,3,6
1593,20207,,0,10,10,20,10,10,20
1594,1280,,0,3,3,6,3,3,6
1595,11591,,0,8,8,16,8,8,16
1596,16921,,0,12,12,24,12,12,24
1597,13480,,0,6,6,12,6,6,12
1598,5209,,0,12,12,24,12,12,24
1599,25902,,0,9,9,18,9,9,18
1600,1014,,0,4,4,8,4,4,8
1601,19150,,0,4,4,8,4,4,8
1602,3743,,0,8,8,16,8,8,16
1603,1817,,0,5,5,10,5,5,10
1604,3725,,0,4,4,8,4,4,8
1605,5366,,0,2,2,4,2,2,4
1606,15911,,0,4,4,8,4,4,8
1607,593,,0,16,16,32,16,16,32
1608,12627,,0,15,15,30,15,15,30
1609,12386,,0,5,5,10,5,5,10
1610,13333,,0,5,5,10,5,5,10
1611,23896,,0,15,15,30,15,15,30
1612,9082,,0,6,6,12,6,6,12
1613,1008,,0,8,8,16,8,8,16
1614,2185,,0,8,8,16,8,8,16
1615,8369,,0,4,4,8,4,4,8
1616,11824,,0,8,8,16,8,8,16
1617,12066,,0,8,8,16,8,8,16
1618,16888,,0,4,4,8,4,4,8
1619,20808,,0,8,8,16,8,8,16
1620,21815,,0,8,8,16,8,8,16
1621,7103,,0,1,1,2,1,1,2
1622,18592,,0,5,5,10,5,5,10
1623,22765,,0,2,2,4,2,2,4
1624,13385,,0,1,1,2,1,1,2
1625,19578,,0,1,1,2,1,1,2
1626,21615,,0,1,1,2,1,1,2
1627,8978,,0,4,4,8,4,4,8
1628,9017,,0,28,28,56,28,28,56
1629,15170,,0,4,4,8,4,4,8
1630,16589,,0,5,5,10,5,5,10
1631,2255,,0,5,5,10,5,5,10
1632,3056,,0,3,3,6,3,3,6
1633,6158,,0,4,4,8,4,4,8
1634,7324,,0,4,4,8,4,4,8
1635,8365,,0,12,12,24,12,12,24
1636,9023,,0,1,1,2,1,1,2
1637,11444,,0,3,3,6,3,3,6
1638,12324,,0,5,5,10,5,5,10
1639,12472,,0,11,11,22,11,11,22
1640,13831,,0,16,16,32,16,16,32
1641,14746,,0,25,25,50,25,25,50
1642,16128,,0,4,4,8,4,4,8
1643,18875,,0,8,8,16,8,8,16
1644,19900,,0,4,4,8,4,4,8
1645,20000,,0,5,5,10,5,5,10
1646,20806,,0,2,2,4,2,2,4
1647,21944,,0,4,4,8,4,4,8
1648,23302,,0,3,3,6,3,3,6
1649,23665,,0,12,12,24,12,12,24
1650,23758,,0,2,2,4,2,2,4
1651,24722,,0,4,4,8,4,4,8
1652,12045,,0,1,1,2,1,1,2
1653,14181,,0,10,10,20,10,10,20
1654,20257,,0,3,3,6,3,3,6
1655,21613,,0,3,3,6,3,3,6
1656,24219,,0,2,2,4,2,2,4
1657,16801,,0,1,1,2,1,1,2
1658,18940,,0,15,15,30,15,15,30
1659,3765,,0,7,7,14,7,7,14
1660,3418,,0,5,5,10,5,5,10
1661,18788,,0,4,4,8,4,4,8
1662,7154,,0,13,13,26,13,13,26
1663,1090,,0,6,6,12,6,6,12
1664,2789,,0,5,5,10,5,5,10
1665,25597,,0,3,3,6,3,3,6
1666,11047,,0,4,4,8,4,4,8
1667,124,,0,2,2,4,2,2,4
1668,14319,,0,3,3,6,3,3,6
1669,15663,,0,1,1,2,1,1,2
1670,16937,,0,2,2,4,2,2,4
1671,18052,,0,3,3,6,3,3,6
1672,20258,,0,2,2,4,2,2,4
1673,8376,,0,3,3,6,3,3,6
1674,8888,,0,3,3,6,3,3,6
1675,13067,,0,6,6,12,6,6,12
1676,8876,,0,3,3,6,3,3,6
1677,2503,,0,3,3,6,3,3,6
1678,5465,,0,3,3,6,3,3,6
1679,18141,,0,3,3,6,3,3,6
1680,20663,,0,3,3,6,3,3,6
1681,19093,,0,5,5,10,5,5,10
1682,20373,,0,25,25,50,25,25,50
1683,10406,,0,7,7,14,7,7,14
1684,3990,,0,3,3,6,3,3,6
1685,15166,,0,3,3,6,3,3,6
1686,13346,,0,13,13,26,13,13,26
1687,2182,,0,5,5,10,5,5,10
1688,4080,,0,4,4,8,4,4,8
1689,19324,,0,4,4,8,4,4,8
1690,20567,,0,11,11,22,11,11,22
1691,8732,,0,3,3,6,3,3,6
1692,10022,,0,4,4,8,4,4,8
1693,14932,,0,6,6,12,6,6,12
1694,16659,,0,3,3,6,3,3,6
1695,22377,,0,3,3,6,3,3,6
1696,4213,,0,3,3,6,3,3,6
1697,7045,,0,10,10,20,10,10,20
1698,11892,,0,1,1,2,1,1,2
1699,20645,,0,2,2,4,2,2,4
1700,23264,,0,1,1,2,1,1,2
1701,8367,,0,1,1,2,1,1,2
1702,81,,0,2,2,4,2,2,4
1703,15198,,0,1,1,2,1,1,2
1704,18067,,0,1,1,2,1,1,2
1705,18297,,0,6,6,12,6,6,12
1706,19781,,0,8,8,16,8,8,16
1707,10600,,0,6,6,12,6,6,12
1708,13493,,0,3,3,6,3,3,6
1709,13496,,0,2,2,4,2,2,4
1710,18791,,0,2,2,4,2,2,4
1711,23394,,0,6,6,12,6,6,12
1712,10211,,0,10,10,20,10,10,20
1713,15300,,0,19,19,38,19,19,38
1714,2165,,0,13,13,26,13,13,26
1715,14430,,0,15,15,30,15,15,30
1716,14176,,0,2,2,4,2,2,4
1717,15617,,0,1,1,2,1,1,2
1718,7510,,0,2,2,4,2,2,4
1719,197,,0,2,2,4,2,2,4
1720,1343,,0,3,3,6,3,3,6
1721,2991,,0,2,2,4,2,2,4
1722,8299,,0,1,1,2,1,1,2
1723,15416,,0,2,2,4,2,2,4
1724,18088,,0,8,8,16,8,8,16
1725,6724,,0,8,8,16,8,8,16
1726,2630,,0,5,5,10,5,5,10
1727,7563,,0,7,7,14,7,7,14
1728,14403,,0,11,11,22,11,11,22
1729,18217,,0,4,4,8,4,4,8
1730,11812,,0,2,2,4,2,2,4
1731,24248,,0,2,2,4,2,2,4
1732,19557,,0,2,2,4,2,2,4
1733,9432,,0,5,5,10,5,5,10
1734,19219,,0,2,2,4,2,2,4
1735,10000,,0,1,1,2,1,1,2
1736,17337,,0,2,2,4,2,2,4
1737,21634,,0,1,1,2,1,1,2
1738,178,,0,8,8,16,8,8,16
1739,1248,,0,3,3,6,3,3,6
1740,20641,,0,2,2,4,2,2,4
1741,24762,,0,4,4,8,4,4,8
1742,7125,,0,10,10,20,10,10,20
1743,21544,,0,1,1,2,1,1,2
1744,10490,,0,9,9,18,9,9,18
1745,15311,,0,5,5,10,5,5,10
1746,6264,,0,32,32,64,32,32,64
1747,13966,,0,8,8,16,8,8,16
1748,385,,0,6,6,12,6,6,12
1749,1323,,0,2,2,4,2,2,4
1750,1606,,0,5,5,10,5,5,10
1751,14377,,0,3,3,6,3,3,6
1752,22225,,0,2,2,4,2,2,4
1753,23506,,0,5,5,10,5,5,10
1754,23620,,0,4,4,8,4,4,8
1755,16872,,0,3,3,6,3,3,6
1756,25378,,0,11,11,22,11,11,22
1757,7573,,0,1,1,2,1,1,2
1758,8193,,0,1,1,2,1,1,2
1759,16576,,0,1,1,2,1,1,2
1760,16889,,0,1,1,2,1,1,2
1761,18521,,0,3,3,6,3,3,6
1762,21391,,0,2,2,4,2,2,4
1763,3197,,0,3,3,6,3,3,6
1764,6160,,0,3,3,6,3,3,6
1765,8589,,0,7,7,14,7,7,14
1766,9417,,0,2,2,4,2,2,4
1767,15972,,0,1,1,2,1,1,2
1768,17228,,0,12,12,24,12,12,24
1769,19090,,0,3,3,6,3,3,6
1770,19475,,0,3,3,6,3,3,6
1771,22790,,0,8,8,16,8,8,16
1772,25228,,0,5,5,10,5,5,10
1773,5166,,0,3,3,6,3,3,6
1774,12639,,0,2,2,4,2,2,4
1775,12701,,0,4,4,8,4,4,8
1776,18879,,0,4,4,8,4,4,8
1777,2783,,0,2,2,4,2,2,4
1778,9408,,0,2,2,4,2,2,4
1779,19350,,0,3,3,6,3,3,6
1780,25959,,0,1,1,2,1,1,2
1781,21142,,0,2,2,4,2,2,4
1782,8968,,0,10,10,20,10,10,20
1783,1006,,0,2,2,4,2,2,4
1784,16010,,0,6,6,12,6,6,12
1785,24060,,0,3,3,6,3,3,6
1786,4525,,0,8,8,16,8,8,16
1787,6337,,0,10,10,20,10,10,20
1788,25419,,0,5,5,10,5,5,10
1789,832,,0,15,15,30,15,15,30
1790,3387,,0,15,15,30,15,15,30
1791,4703,,0,15,15,30,15,15,30
1792,7447,,0,15,15,30,15,15,30
1793,9764,,0,15,15,30,15,15,30
1794,10117,,0,15,15,30,15,15,30
1795,14340,,0,15,15,30,15,15,30
1796,14370,,0,15,15,30,15,15,30
1797,15006,,0,15,15,30,15,15,30
1798,16231,,0,15,15,30,15,15,30
1799,16590,,0,15,15,30,15,15,30
1800,16730,,0,15,15,30,15,15,30
1801,19957,,0,15,15,30,15,15,30
1802,21848,,0,15,15,30,15,15,30
1803,22320,,0,15,15,30,15,15,30
1804,24841,,0,8,8,16,8,8,16
1805,13013,,0,1,1,2,1,1,2
1806,18899,,0,5,5,10,5,5,10
1807,17569,,0,1,1,2,1,1,2
1808,14376,,0,1,1,2,1,1,2
1809,1044,,0,8,8,16,8,8,16
1810,18867,,0,1,1,2,1,1,2
1811,24943,,0,1,1,2,1,1,2
1812,12311,,0,5,5,10,5,5,10
1813,12675,,0,9,9,18,9,9,18
1814,16906,,0,4,4,8,4,4,8
1815,4975,,0,5,5,10,5,5,10
1816,5809,,0,2,2,4,2,2,4
1817,16123,,0,5,5,10,5,5,10
1818,20303,,0,10,10,20,10,10,20
1819,1058,,0,9,9,18,9,9,18
1820,8471,,0,12,12,24,12,12,24
1821,4104,,0,4,4,8,4,4,8
1822,4431,,0,4,4,8,4,4,8
1823,4967,,0,2,2,4,2,2,4
1824,11152,,0,3,3,6,3,3,6
1825,15616,,0,3,3,6,3,3,6
1826,16262,,0,1,1,2,1,1,2
1827,18995,,0,4,4,8,4,4,8
1828,19562,,0,7,7,14,7,7,14
1829,22087,,0,3,3,6,3,3,6
1830,22109,,0,2,2,4,2,2,4
1831,22839,,0,3,3,6,3,3,6
1832,23683,,0,3,3,6,3,3,6
1833,24477,,0,7,7,14,7,7,14
1834,16270,,0,7,7,14,7,7,14
1835,17956,,0,5,5,10,5,5,10
1836,20375,,0,4,4,8,4,4,8
1837,1508,,0,3,3,6,3,3,6
1838,6815,,0,3,3,6,3,3,6
1839,8279,,0,5,5,10,5,5,10
1840,20391,,0,7,7,14,7,7,14
1841,3293,,0,2,2,4,2,2,4
1842,8786,,0,6,6,12,6,6,12
1843,8505,,0,2,2,4,2,2,4
1844,16357,,0,10,10,20,10,10,20
1845,22899,,0,5,5,10,5,5,10
1846,25710,,0,3,3,6,3,3,6
1847,20230,,0,1,1,2,1,1,2
1848,4775,,0,2,2,4,2,2,4
1849,7095,,0,2,2,4,2,2,4
1850,9138,,0,1,1,2,1,1,2
1851,20229,,0,2,2,4,2,2,4
1852,3053,,0,1,1,2,1,1,2
1853,2742,,0,1,1,2,1,1,2
1854,3965,,0,2,2,4,2,2,4
1855,5622,,0,2,2,4,2,2,4
1856,7855,,0,1,1,2,1,1,2
1857,8928,,0,1,1,2,1,1,2
1858,18375,,0,1,1,2,1,1,2
1859,11093,,0,2,2,4,2,2,4
1860,2823,,0,4,4,8,4,4,8
1861,7317,,0,7,7,14,7,7,14
1862,9127,,0,4,4,8,4,4,8
1863,23299,,0,1,1,2,1,1,2
1864,11806,,0,2,2,4,2,2,4
1865,19110,,0,1,1,2,1,1,2
1866,9517,,0,2,2,4,2,2,4
1867,11400,,0,18,18,36,18,18,36
1868,11630,,0,5,5,10,5,5,10
1869,11700,,0,1,1,2,1,1,2
1870,11733,,0,13,13,26,13,13,26
1871,11951,,0,3,3,6,3,3,6
1872,12268,,0,7,7,14,7,7,14
1873,14093,,0,5,5,10,5,5,10
1874,15685,,0,2,2,4,2,2,4
1875,16495,,0,6,6,12,6,6,12
1876,17135,,0,2,2,4,2,2,4
1877,20169,,0,2,2,4,2,2,4
1878,22188,,0,8,8,16,8,8,16
1879,22189,,0,2,2,4,2,2,4
1880,22811,,0,2,2,4,2,2,4
1881,22975,,0,5,5,10,5,5,10
1882,23509,,0,3,3,6,3,3,6
1883,23552,,0,14,14,28,14,14,28
1884,23805,,0,12,12,24,12,12,24
1885,23806,,0,3,3,6,3,3,6
1886,25557,,0,5,5,10,5,5,10
1887,25562,,0,5,5,10,5,5,10
1888,1877,,0,10,10,20,10,10,20
1889,2042,,0,17,17,34,17,17,34
1890,1430,,0,2,2,4,2,2,4
1891,1685,,0,9,9,18,9,9,18
1892,1321,,0,4,4,8,4,4,8
1893,21089,,0,11,11,22,11,11,22
1894,21162,,0,5,5,10,5,5,10
1895,21156,,0,3,3,6,3,3,6
1896,1311,,0,3,3,6,3,3,6
1897,3983,,0,3,3,6,3,3,6
1898,2075,,0,3,3,6,3,3,6
1899,3873,,0,2,2,4,2,2,4
1900,4182,,0,3,3,6,3,3,6
1901,10439,,0,3,3,6,3,3,6
1902,1093,,0,3,3,6,3,3,6
1903,3059,,0,3,3,6,3,3,6
1904,25903,,0,1,1,2,1,1,2
1905,19974,,0,4,4,8,4,4,8
1906,24753,,0,13,13,26,13,13,26
1907,3312,,0,3,3,6,3,3,6
1908,11493,,0,3,3,6,3,3,6
1909,17394,,0,1,1,2,1,1,2
1910,128,,0,4,4,8,4,4,8
1911,4353,,0,6,6,12,6,6,12
1912,6558,,0,4,4,8,4,4,8
1913,6920,,0,3,3,6,3,3,6
1914,14865,,0,4,4,8,4,4,8
1915,15941,,0,5,5,10,5,5,10
1916,16877,,0,3,3,6,3,3,6
1917,25112,,0,1,1,2,1,1,2
1918,11372,,0,18,18,36,18,18,36
1919,19355,,0,1,1,2,1,1,2
1920,22018,,0,8,8,16,8,8,16
1921,25660,,0,5,5,10,5,5,10
1922,11325,,0,6,6,12,6,6,12
1923,11318,,0,12,12,24,12,12,24
1924,12720,,0,13,13,26,13,13,26
1925,4138,,0,2,2,4,2,2,4
1926,11328,,0,4,4,8,4,4,8
1927,921,,0,2,2,4,2,2,4
1928,18605,,0,1,1,2,1,1,2
1929,21158,,0,3,3,6,3,3,6
1930,5605,,0,10,10,20,10,10,20
1931,6288,,0,6,6,12,6,6,12
1932,12070,,0,10,10,20,10,10,20
1933,25402,,0,7,7,14,7,7,14
1934,302,,0,2,2,4,2,2,4
1935,2335,,0,2,2,4,2,2,4
1936,6702,,0,1,1,2,1,1,2
1937,11490,,0,5,5,10,5,5,10
1938,16108,,0,2,2,4,2,2,4
1939,17174,,0,1,1,2,1,1,2
1940,17924,,0,1,1,2,1,1,2
1941,16347,,0,8,8,16,8,8,16
1942,4960,,0,2,2,4,2,2,4
1943,25304,,0,4,4,8,4,4,8
1944,14854,,0,3,3,6,3,3,6
1945,1347,,0,1,1,2,1,1,2
1946,4782,,0,7,7,14,7,7,14
1947,15582,,0,7,7,14,7,7,14
1948,17472,,0,7,7,14,7,7,14
1949,19707,,0,7,7,14,7,7,14
1950,21930,,0,7,7,14,7,7,14
1951,24835,,0,8,8,16,8,8,16
1952,24959,,0,1,1,2,1,1,2
1953,2870,,0,11,11,22,11,11,22
1954,9207,,0,5,5,10,5,5,10
1955,22555,,0,13,13,26,13,13,26
1956,4870,,0,3,3,6,3,3,6
1957,8282,,0,3,3,6,3,3,6
1958,4868,,0,6,6,12,6,6,12
1959,8352,,0,2,2,4,2,2,4
1960,8231,,0,1,1,2,1,1,2
1961,9616,,0,8,8,16,8,8,16
1962,25827,,0,2,2,4,2,2,4
1963,2852,,0,2,2,4,2,2,4
1964,12599,,0,7,7,14,7,7,14
1965,25721,,0,2,2,4,2,2,4
1966,2797,,0,8,8,16,8,8,16
1967,9314,,0,1,1,2,1,1,2
1968,12291,,0,1,1,2,1,1,2
1969,13292,,0,1,1,2,1,1,2
1970,13320,,0,1,1,2,1,1,2
1971,2532,,0,1,1,2,1,1,2
1972,5411,,0,3,3,6,3,3,6
1973,5503,,0,4,4,8,4,4,8
1974,10390,,0,3,3,6,3,3,6
1975,11186,,0,3,3,6,3,3,6
1976,17543,,0,4,4,8,4,4,8
1977,13422,,0,7,7,14,7,7,14
1978,16349,,0,1,1,2,1,1,2
1979,11788,,0,3,3,6,3,3,6
1980,523,,0,2,2,4,2,2,4
1981,5464,,0,6,6,12,6,6,12
1982,7774,,0,4,4,8,4,4,8
1983,18008,,0,4,4,8,4,4,8
1984,23385,,0,1,1,2,1,1,2
1985,25868,,0,1,1,2,1,1,2
1986,20550,,0,1,1,2,1,1,2
1987,13653,,0,1,1,2,1,1,2
1988,22599,,0,2,2,4,2,2,4
1989,2922,,0,3,3,6,3,3,6
1990,6891,,0,7,7,14,7,7,14
1991,10162,,0,2,2,4,2,2,4
1992,10620,,0,3,3,6,3,3,6
1993,11112,,0,4,4,8,4,4,8
1994,13174,,0,4,4,8,4,4,8
1995,23153,,0,2,2,4,2,2,4
1996,24340,,0,3,3,6,3,3,6
1997,18625,,0,1,1,2,1,1,2
1998,4493,,0,5,5,10,5,5,10
1999,23720,,0,6,6,12,6,6,12
2000,18904,,0,5,5,10,5,5,10
2001,3877,,0,20,20,40,20,20,40
2002,4354,,0,20,20,40,20,20,40
2003,5412,,0,20,20,40,20,20,40
2004,6544,,0,20,20,40,20,20,40
2005,7357,,0,20,20,40,20,20,40
2006,7719,,0,20,20,40,20,20,40
2007,10477,,0,20,20,40,20,20,40
2008,11445,,0,20,20,40,20,20,40
2009,12788,,0,20,20,40,20,20,40
2010,18185,,0,20,20,40,20,20,40
2011,19246,,0,20,20,40,20,20,40
2012,19463,,0,20,20,40,20,20,40
2013,20780,,0,20,20,40,20,20,40
2014,21861,,0,20,20,40,20,20,40
2015,22284,,0,20,20,40,20,20,40
2016,22741,,0,20,20,40,20,20,40
2017,23514,,0,20,20,40,20,20,40
2018,5827,,0,1,1,2,1,1,2
2019,6527,,0,1,1,2,1,1,2
2020,10881,,0,1,1,2,1,1,2
2021,5367,,0,4,4,8,4,4,8
2022,14983,,0,4,4,8,4,4,8
2023,19144,,0,4,4,8,4,4,8
2024,22530,,0,2,2,4,2,2,4
2025,9093,,0,1,1,2,1,1,2
2026,13680,,0,1,1,2,1,1,2
2027,7895,,0,2,2,4,2,2,4
2028,11863,,0,2,2,4,2,2,4
2029,12110,,0,3,3,6,3,3,6
2030,2306,,0,4,4,8,4,4,8
2031,8446,,0,4,4,8,4,4,8
2032,1896,,0,8,8,16,8,8,16
2033,6838,,0,7,7,14,7,7,14
2034,25220,,0,2,2,4,2,2,4
2035,9922,,0,1,1,2,1,1,2
2036,2504,,0,2,2,4,2,2,4
2037,19585,,0,2,2,4,2,2,4
2038,19101,,0,5,5,10,5,5,10
2039,7829,,0,4,4,8,4,4,8
2040,8973,,0,1,1,2,1,1,2
